Feature ID	Taxon	Confidence
K00721	DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	1
K00737	MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]	1
K00748	lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182]	1
K00752	hasA; hyaluronan synthase [EC:2.4.1.212]	1
K00754	bshA; L-malate glycosyltransferase [EC:2.4.1.-]	1
K00756	pdp; pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	1
K00757	udp, UPP; uridine phosphorylase [EC:2.4.2.3]	1
K00758	deoA, TYMP; thymidine phosphorylase [EC:2.4.2.4]	1
K00759	APRT, apt; adenine phosphoribosyltransferase [EC:2.4.2.7]	1
K00760	hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	1
K00761	upp, UPRT; uracil phosphoribosyltransferase [EC:2.4.2.9]	1
K00762	pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]	1
K00763	pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]	1
K00764	purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]	1
K00765	hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]	1
K00766	trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]	1
K00767	nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	1
K00768	E2.4.2.21, cobU, cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	1
K00769	gpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]	1
K00772	mtaP, MTAP; 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	1
K00773	tgt, QTRT1; queuine tRNA-ribosyltransferase [EC:2.4.2.29]	1
K00782	lldG; L-lactate dehydrogenase complex protein LldG	1
K00783	rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	1
K00784	rnz; ribonuclease Z [EC:3.1.26.11]	1
K00785	lst; beta-galactosamide-alpha-2,3-sialyltransferase [EC:2.4.99.-]	1
K00786	E2.4.-.-; glycosyltransferase [EC:2.4.-.-]	1
K00788	thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	1
K00789	metK; S-adenosylmethionine synthetase [EC:2.5.1.6]	1
K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	1
K00791	miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]	1
K00793	ribE, RIB5; riboflavin synthase [EC:2.5.1.9]	1
K00794	ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	1
K00795	ispA; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	1
K00796	folP; dihydropteroate synthase [EC:2.5.1.15]	1
K00797	speE, SRM; spermidine synthase [EC:2.5.1.16]	1
K00798	MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]	1
K00799	GST, gst; glutathione S-transferase [EC:2.5.1.18]	1
K00800	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	1
K00803	AGPS, agpS; alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]	1
K00805	hepST; heptaprenyl diphosphate synthase [EC:2.5.1.30]	1
K00806	uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31]	1
K00809	DHPS, dys; deoxyhypusine synthase [EC:2.5.1.46]	1
K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]	1
K00813	aspC; aspartate aminotransferase [EC:2.6.1.1]	1
K00817	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]	1
K00818	E2.6.1.11, argD; acetylornithine aminotransferase [EC:2.6.1.11]	1
K00819	rocD, OAT; ornithine--oxo-acid transaminase [EC:2.6.1.13]	1
K00820	glmS, GFPT; glucosamine---fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]	1
K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	1
K00823	puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]	1
K00824	dat; D-alanine transaminase [EC:2.6.1.21]	1
K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	1
K00830	AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	1
K00831	serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]	1
K00832	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]	1
K00833	bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	1
K00835	avtA; valine--pyruvate aminotransferase [EC:2.6.1.66]	1
K00836	ectB, dat; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	1
K00841	patA; aminotransferase [EC:2.6.1.-]	1
K00842	E2.6.1.-E, patB; aminotransferase [EC:2.6.1.-]	1
K00844	HK; hexokinase [EC:2.7.1.1]	1
K00845	glk; glucokinase [EC:2.7.1.2]	1
K00847	E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]	1
K00848	rhaB; rhamnulokinase [EC:2.7.1.5]	1
K00849	galK; galactokinase [EC:2.7.1.6]	1
K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	1
K00851	E2.7.1.12, gntK, idnK; gluconokinase [EC:2.7.1.12]	1
K00852	rbsK, RBKS; ribokinase [EC:2.7.1.15]	1
K00853	araB; L-ribulokinase [EC:2.7.1.16]	1
K00854	xylB, XYLB; xylulokinase [EC:2.7.1.17]	1
K00855	PRK, prkB; phosphoribulokinase [EC:2.7.1.19]	1
K00857	tdk, TK; thymidine kinase [EC:2.7.1.21]	1
K00858	ppnK, NADK; NAD+ kinase [EC:2.7.1.23]	1
K00859	coaE; dephospho-CoA kinase [EC:2.7.1.24]	1
K00860	cysC; adenylylsulfate kinase [EC:2.7.1.25]	1
K00863	DAK, TKFC; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	1
K00864	glpK, GK; glycerol kinase [EC:2.7.1.30]	1
K00865	glxK, garK; glycerate 2-kinase [EC:2.7.1.165]	1
K00867	coaA; type I pantothenate kinase [EC:2.7.1.33]	1
K00868	pdxK, pdxY; pyridoxine kinase [EC:2.7.1.35]	1
K00869	E2.7.1.36, MVK, mvaK1; mevalonate kinase [EC:2.7.1.36]	1
K00872	thrB1; homoserine kinase [EC:2.7.1.39]	1
K00873	PK, pyk; pyruvate kinase [EC:2.7.1.40]	1
K00874	kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	1
K00876	udk, UCK; uridine kinase [EC:2.7.1.48]	1
K00878	thiM; hydroxyethylthiazole kinase [EC:2.7.1.50]	1
K00880	lyxK; L-xylulokinase [EC:2.7.1.53]	1
K00881	alsK; allose kinase [EC:2.7.1.55]	1
K00882	fruK; 1-phosphofructokinase [EC:2.7.1.56]	1
K00884	NAGK, nagK; N-acetylglucosamine kinase [EC:2.7.1.59]	1
K00885	nanK; N-acylmannosamine kinase [EC:2.7.1.60]	1
K00886	ppgK; polyphosphate glucokinase [EC:2.7.1.63]	1
K00887	dgkA; undecaprenol kinase [EC:2.7.1.66]	1
K00891	E2.7.1.71, aroK, aroL; shikimate kinase [EC:2.7.1.71]	1
K00892	gsk; inosine kinase [EC:2.7.1.73]	1
K00895	pfp, PFP; diphosphate-dependent phosphofructokinase [EC:2.7.1.90]	1
K00897	aphA; kanamycin kinase [EC:2.7.1.95]	1
K00899	mtnK; 5-methylthioribose kinase [EC:2.7.1.100]	1
K00901	dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]	1
K00906	aceK; isocitrate dehydrogenase kinase/phosphatase [EC:2.7.11.5 3.1.3.-]	1
K00912	lpxK; tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	1
K00917	lacC; tagatose 6-phosphate kinase [EC:2.7.1.144]	1
K00919	ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]	1
K00925	ackA; acetate kinase [EC:2.7.2.1]	1
K00926	arcC; carbamate kinase [EC:2.7.2.2]	1
K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	1
K00928	lysC; aspartate kinase [EC:2.7.2.4]	1
K00929	buk; butyrate kinase [EC:2.7.2.7]	1
K00930	argB; acetylglutamate kinase [EC:2.7.2.8]	1
K00931	proB; glutamate 5-kinase [EC:2.7.2.11]	1
K00932	tdcD; propionate kinase [EC:2.7.2.15]	1
K00936	pdtaS; two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]	1
K00937	ppk; polyphosphate kinase [EC:2.7.4.1]	1
K00938	E2.7.4.2, mvaK2; phosphomevalonate kinase [EC:2.7.4.2]	1
K00939	adk, AK; adenylate kinase [EC:2.7.4.3]	1
K00940	ndk, NME; nucleoside-diphosphate kinase [EC:2.7.4.6]	1
K00941	thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	1
K00942	E2.7.4.8, gmk; guanylate kinase [EC:2.7.4.8]	1
K00943	tmk, DTYMK; dTMP kinase [EC:2.7.4.9]	1
K00945	cmk; CMP/dCMP kinase [EC:2.7.4.25]	1
K00946	thiL; thiamine-monophosphate kinase [EC:2.7.4.16]	1
K00948	PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	1
K00949	thiN, TPK1, THI80; thiamine pyrophosphokinase [EC:2.7.6.2]	1
K00950	folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	1
K00951	relA; GTP pyrophosphokinase [EC:2.7.6.5]	1
K00952	nadM; nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]	1
K00954	E2.7.7.3A, coaD, kdtB; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	1
K00956	cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	1
K00957	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	1
K00958	sat, met3; sulfate adenylyltransferase [EC:2.7.7.4]	1
K00962	pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	1
K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	1
K00965	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	1
K00968	PCYT1; choline-phosphate cytidylyltransferase [EC:2.7.7.15]	1
K00969	nadD; nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	1
K00970	pcnB; poly(A) polymerase [EC:2.7.7.19]	1
K00971	manC, cpsB; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	1
K00972	UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]	1
K00973	E2.7.7.24, rfbA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	1
K00974	cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	1
K00975	glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	1
K00978	rfbF; glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]	1
K00979	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	1
K00980	tagD; glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]	1
K00981	E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]	1
K00982	glnE; [glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]	1
K00983	neuA; N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]	1
K00984	aadA; streptomycin 3"-adenylyltransferase [EC:2.7.7.47]	1
K00986	ltrA; RNA-directed DNA polymerase [EC:2.7.7.49]	1
K00989	rph; ribonuclease PH [EC:2.7.7.56]	1
K00990	glnD; [protein-PII] uridylyltransferase [EC:2.7.7.59]	1
K00991	ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]	1
K00995	pgsA, PGS1; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	1
K00996	rfbP; undecaprenyl-phosphate galactose phosphotransferase [EC:2.7.8.6]	1
K00997	acpS; holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	1
K00998	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	1
K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	1
K01006	ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]	1
K01007	pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]	1
K01008	selD, SEPHS; selenide, water dikinase [EC:2.7.9.3]	1
K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	1
K01012	bioB; biotin synthase [EC:2.8.1.6]	1
K01023	assT; arylsulfate sulfotransferase [EC:2.8.2.22]	1
K01027	OXCT; 3-oxoacid CoA-transferase [EC:2.8.3.5]	1
K01028	E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	1
K01029	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	1
K01032	pcaJ; 3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]	1
K01034	atoD; acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]	1
K01035	atoA; acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]	1
K01039	gctA; glutaconate CoA-transferase, subunit A [EC:2.8.3.12]	1
K01040	gctB; glutaconate CoA-transferase, subunit B [EC:2.8.3.12]	1
K01042	selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]	1
K01045	PON; arylesterase / paraoxonase [EC:3.1.1.2 3.1.8.1]	1
K01046	lip, TGL2; triacylglycerol lipase [EC:3.1.1.3]	1
K01048	pldB; lysophospholipase [EC:3.1.1.5]	1
K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	1
K01054	MGLL; acylglycerol lipase [EC:3.1.1.23]	1
K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]	1
K01056	PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	1
K01057	PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]	1
K01058	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	1
K01060	cah; cephalosporin-C deacetylase [EC:3.1.1.41]	1
K01061	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]	1
K01069	gloB, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]	1
K01070	frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]	1
K01071	MCH; medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21]	1
K01073	E3.1.2.20; acyl-CoA hydrolase [EC:3.1.2.20]	1
K01077	E3.1.3.1, phoA, phoB; alkaline phosphatase [EC:3.1.3.1]	1
K01079	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]	1
K01081	E3.1.3.5; 5'-nucleotidase [EC:3.1.3.5]	1
K01082	cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]	1
K01085	agp; glucose-1-phosphatase [EC:3.1.3.10]	1
K01087	otsB; trehalose 6-phosphate phosphatase [EC:3.1.3.12]	1
K01089	hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15]	1
K01090	E3.1.3.16; protein phosphatase [EC:3.1.3.16]	1
K01091	gph; phosphoglycolate phosphatase [EC:3.1.3.18]	1
K01092	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	1
K01093	appA; 4-phytase / acid phosphatase [EC:3.1.3.26 3.1.3.2]	1
K01095	pgpA; phosphatidylglycerophosphatase A [EC:3.1.3.27]	1
K01096	pgpB; phosphatidylglycerophosphatase B [EC:3.1.3.27 3.1.3.81 3.1.3.4 3.6.1.27]	1
K01101	E3.1.3.41; 4-nitrophenyl phosphatase [EC:3.1.3.41]	1
K01104	E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]	1
K01113	phoD; alkaline phosphatase D [EC:3.1.3.1]	1
K01114	plc; phospholipase C [EC:3.1.4.3]	1
K01118	acpD, azoR; FMN-dependent NADH-azoreductase [EC:1.7.1.17]	1
K01119	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]	1
K01126	E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	1
K01129	dgt; dGTPase [EC:3.1.5.1]	1
K01130	E3.1.6.1, aslA; arylsulfatase [EC:3.1.6.1]	1
K01132	GALNS; N-acetylgalactosamine-6-sulfatase [EC:3.1.6.4]	1
K01135	ARSB; arylsulfatase B [EC:3.1.6.12]	1
K01139	spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]	1
K01141	sbcB, exoI; exodeoxyribonuclease I [EC:3.1.11.1]	1
K01142	E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]	1
K01144	E3.1.11.5; exodeoxyribonuclease V [EC:3.1.11.5]	1
K01146	xni; protein Xni	1
K01147	rnb; exoribonuclease II [EC:3.1.13.1]	1
K01151	nfo; deoxyribonuclease IV [EC:3.1.21.2]	1
K01153	hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]	1
K01154	hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]	1
K01155	E3.1.21.4; type II restriction enzyme [EC:3.1.21.4]	1
K01156	res; type III restriction enzyme [EC:3.1.21.5]	1
K01159	ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	1
K01160	rusA; crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]	1
K01161	E3.1.25.1; deoxyribonuclease (pyrimidine dimer) [EC:3.1.25.1]	1
K01163	K01163; uncharacterized protein	1
K01166	E3.1.27.1; ribonuclease T2 [EC:3.1.27.1]	1
K01173	ENDOG; endonuclease G, mitochondrial	1
K01174	nuc; micrococcal nuclease [EC:3.1.31.1]	1
K01175	ybfF; esterase [EC:3.1.-.-]	1
K01176	AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]	1
K01179	E3.2.1.4; endoglucanase [EC:3.2.1.4]	1
K01182	IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]	1
K01183	E3.2.1.14; chitinase [EC:3.2.1.14]	1
K01185	E3.2.1.17; lysozyme [EC:3.2.1.17]	1
K01186	NEU1; sialidase-1 [EC:3.2.1.18]	1
K01187	malZ; alpha-glucosidase [EC:3.2.1.20]	1
K01188	E3.2.1.21; beta-glucosidase [EC:3.2.1.21]	1
K01190	lacZ; beta-galactosidase [EC:3.2.1.23]	1
K01191	MAN2C1; alpha-mannosidase [EC:3.2.1.24]	1
K01192	E3.2.1.25, MANBA, manB; beta-mannosidase [EC:3.2.1.25]	1
K01193	INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]	1
K01194	TREH, treA, treF; alpha,alpha-trehalase [EC:3.2.1.28]	1
K01195	uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]	1
K01197	hya; hyaluronoglucosaminidase [EC:3.2.1.35]	1
K01198	xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]	1
K01200	pulA; pullulanase [EC:3.2.1.41]	1
K01201	GBA, srfJ; glucosylceramidase [EC:3.2.1.45]	1
K01206	FUCA; alpha-L-fucosidase [EC:3.2.1.51]	1
K01207	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]	1
K01208	cd, ma, nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135]	1
K01209	abfA; alpha-N-arabinofuranosidase [EC:3.2.1.55]	1
K01215	dexB; glucan 1,6-alpha-glucosidase [EC:3.2.1.70]	1
K01218	gmuG; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]	1
K01219	E3.2.1.81; beta-agarase [EC:3.2.1.81]	1
K01220	E3.2.1.85, lacG; 6-phospho-beta-galactosidase [EC:3.2.1.85]	1
K01222	E3.2.1.86A, celF; 6-phospho-beta-glucosidase [EC:3.2.1.86]	1
K01223	E3.2.1.86B, bglA; 6-phospho-beta-glucosidase [EC:3.2.1.86]	1
K01224	E3.2.1.89; arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89]	1
K01226	treC; trehalose-6-phosphate hydrolase [EC:3.2.1.93]	1
K01227	E3.2.1.96; mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [EC:3.2.1.96]	1
K01232	glvA; maltose-6'-phosphate glucosidase [EC:3.2.1.122]	1
K01236	treZ, glgZ; maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]	1
K01239	iunH; purine nucleosidase [EC:3.2.2.1]	1
K01241	amn; AMP nucleosidase [EC:3.2.2.4]	1
K01243	mtnN, mtn, pfs; adenosylhomocysteine nucleosidase [EC:3.2.2.9]	1
K01246	tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	1
K01247	alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	1
K01250	rihA; pyrimidine-specific ribonucleoside hydrolase [EC:3.2.-.-]	1
K01251	E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]	1
K01252	entB, dhbB, vibB, mxcF; bifunctional isochorismate lyase / aryl carrier protein [EC:3.3.2.1 6.3.2.14]	1
K01255	CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]	1
K01256	pepN; aminopeptidase N [EC:3.4.11.2]	1
K01258	pepT; tripeptide aminopeptidase [EC:3.4.11.4]	1
K01259	pip; proline iminopeptidase [EC:3.4.11.5]	1
K01261	pepA; glutamyl aminopeptidase [EC:3.4.11.7]	1
K01262	pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]	1
K01265	map; methionyl aminopeptidase [EC:3.4.11.18]	1
K01267	DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]	1
K01269	E3.4.11.-; aminopeptidase [EC:3.4.11.-]	1
K01270	pepD; dipeptidase D [EC:3.4.13.-]	1
K01271	pepQ; Xaa-Pro dipeptidase [EC:3.4.13.9]	1
K01273	DPEP; membrane dipeptidase [EC:3.4.13.19]	1
K01274	E3.4.13.-; D-alanyl-D-alanine dipeptidase [EC:3.4.13.-]	1
K01277	DPP3; dipeptidyl-peptidase III [EC:3.4.14.4]	1
K01278	DPP4, CD26; dipeptidyl-peptidase 4 [EC:3.4.14.5]	1
K01281	pepX; X-Pro dipeptidyl-peptidase [EC:3.4.14.11]	1
K01284	dcp; peptidyl-dipeptidase Dcp [EC:3.4.15.5]	1
K01286	E3.4.16.4; D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	1
K01295	cpg; glutamate carboxypeptidase [EC:3.4.17.11]	1
K01297	ldcA; muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	1
K01299	E3.4.17.19; carboxypeptidase Taq [EC:3.4.17.19]	1
K01304	pcp; pyroglutamyl-peptidase [EC:3.4.19.3]	1
K01305	iadA; beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]	1
K01312	PRSS1_2_3; trypsin [EC:3.4.21.4]	1
K01322	PREP; prolyl oligopeptidase [EC:3.4.21.26]	1
K01338	lon; ATP-dependent Lon protease [EC:3.4.21.53]	1
K01340	E3.4.21.59; tryptase [EC:3.4.21.59]	1
K01342	aprE; subtilisin [EC:3.4.21.62]	1
K01347	iga; IgA-specific serine endopeptidase [EC:3.4.21.72]	1
K01354	ptrB; oligopeptidase B [EC:3.4.21.83]	1
K01356	lexA; repressor LexA [EC:3.4.21.88]	1
K01358	clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	1
K01361	E3.4.21.96; lactocepin [EC:3.4.21.96]	1
K01372	BLMH, pepC; bleomycin hydrolase [EC:3.4.22.40]	1
K01390	iga; IgA-specific metalloendopeptidase [EC:3.4.24.13]	1
K01409	KAE1, tsaD, QRI7; N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]	1
K01414	prlC; oligopeptidase A [EC:3.4.24.70]	1
K01419	hslV, clpQ; ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]	1
K01420	fnr; CRP/FNR family transcriptional regulator, anaerobic regulatory protein	1
K01421	yhgE; putative membrane protein	1
K01424	E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]	1
K01425	glsA, GLS; glutaminase [EC:3.5.1.2]	1
K01426	E3.5.1.4, amiE; amidase [EC:3.5.1.4]	1
K01428	ureC; urease subunit alpha [EC:3.5.1.5]	1
K01429	ureB; urease subunit beta [EC:3.5.1.5]	1
K01430	ureA; urease subunit gamma [EC:3.5.1.5]	1
K01433	purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]	1
K01436	K01436; amidohydrolase [EC:3.5.1.-]	1
K01438	argE; acetylornithine deacetylase [EC:3.5.1.16]	1
K01439	dapE; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	1
K01442	E3.5.1.24; choloylglycine hydrolase [EC:3.5.1.24]	1
K01443	nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]	1
K01447	xlyAB; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	1
K01448	amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	1
K01451	hipO; hippurate hydrolase [EC:3.5.1.32]	1
K01460	gsp; glutathionylspermidine amidase/synthetase [EC:3.5.1.78 6.3.1.8]	1
K01462	PDF, def; peptide deformylase [EC:3.5.1.88]	1
K01464	DPYS, dht, hydA; dihydropyrimidinase [EC:3.5.2.2]	1
K01465	URA4, pyrC; dihydroorotase [EC:3.5.2.3]	1
K01467	ampC; beta-lactamase class C [EC:3.5.2.6]	1
K01468	hutI, AMDHD1; imidazolonepropionase [EC:3.5.2.7]	1
K01476	E3.5.3.1, rocF, arg; arginase [EC:3.5.3.1]	1
K01478	arcA; arginine deiminase [EC:3.5.3.6]	1
K01479	hutG; formiminoglutamase [EC:3.5.3.8]	1
K01480	speB; agmatinase [EC:3.5.3.11]	1
K01482	DDAH, ddaH; dimethylargininase [EC:3.5.3.18]	1
K01485	codA; cytosine deaminase [EC:3.5.4.1]	1
K01486	ade; adenine deaminase [EC:3.5.4.2]	1
K01487	E3.5.4.3, guaD; guanine deaminase [EC:3.5.4.3]	1
K01488	add, ADA; adenosine deaminase [EC:3.5.4.4]	1
K01489	cdd, CDA; cytidine deaminase [EC:3.5.4.5]	1
K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	1
K01493	comEB; dCMP deaminase [EC:3.5.4.12]	1
K01494	dcd; dCTP deaminase [EC:3.5.4.13]	1
K01495	GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]	1
K01496	hisI; phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]	1
